,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
796,eCommerce Data Analyst,Six10ventures,2-6 Yrs,2.0,6.0,,,,Home based,23.0,Naukri,5.0,1.0,"Communication Skills, Presentation Skills, Report Generation",
797,Data Visualization Expert - Tableau/Power BI (5-7 yrs),Cortex Consulting Pvt. Ltd.,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,60.0,hirist,3.1,16.0,"Data Visualization, Data Analytics, Data Analyst",
798,Data Scientist/Analyst - Data Mining & Statistical Analytics (2-10 yrs),Prime Infosoft,2-10 Yrs,2.0,10.0,,,,Remote,24.0,hirist,5.0,1.0,"Data Scientist, Data Analytics, Data Analyst",
799,Senior Marketing Data Analyst,WeGo,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,210.0,Naukri,3.9,9.0,"Data analysis, SQL, Analytical",
800,Senior Data Analyst - Tableau,Beinex Consulting,2-4 Yrs,2.0,4.0,,,,Cochin/Ernakulam/Kochi,90.0,Naukri,3.4,23.0,"Senior Data Analyst, tableau",
801,Data Analyst - Power BI,Beinex Consulting,1-3 Yrs,1.0,3.0,,,,Cochin/Ernakulam/Kochi,90.0,Naukri,3.4,23.0,"Data Analyst, power bi",
802,Senior Data Analyst,Beinex Consulting,3-5 Yrs,3.0,5.0,,,,Cochin/Ernakulam/Kochi,90.0,Naukri,3.4,23.0,"Senior Data Analyst, java",
803,Senior Data Analyst,Qventus,5-6 Yrs,5.0,6.0,,,,Noida,12.0,Naukri,4.0,1.0,"Senior Analyst, Data modeling, Coding",
804,Data Analyst with Advanced Tableau,TECHNIX TECHNOLOGY,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,60.0,Naukri,4.8,8.0,"Data analysis, SQL, Analytical",
805,Senior Data Analyst,northern tool,10-12 Yrs,10.0,12.0,,,,Hyderabad / Secunderabad,30.0,Naukri,3.2,14.0,"Customer support, Analytics, Data analysis",
806,Business Data Analyst,Syncpoint360,5-8 Yrs,5.0,8.0,₹ 9 - 18L/yr,900000.0,1800000.0,Coimbatore,1.0,Naukri,3.0,1.0,"Aws Data Lake, Airflow, Power Bi",Salary Listed by Company
807,Data Analyst,Grab,2-6 Yrs,2.0,6.0,,,,Mumbai,150.0,Naukri,4.0,70.0,"Automation, Business intelligence, Analytics",
808,Data Analyst,Digital Glyde,0-3 Yrs,0.0,3.0,,,,"Chennai, Pune, New Delhi
													+4 more",30.0,Naukri,3.8,6.0,"Data analysis, SQL, Analytical",
809,Data Analyst / Senior Data Analyst,STATXO,3-8 Yrs,3.0,8.0,,,,Gurgaon / Gurugram,730.0,Naukri,4.8,9.0,"Telecom, Analytics, Procurement",
810,Data Analyst / Senior Data Analyst,STATXO,3-8 Yrs,3.0,8.0,,,,Gurgaon / Gurugram,730.0,Naukri,4.8,9.0,"Telecom, Analytics, Procurement",
811,Data Analyst with Advanced Tableau,Technix india (p) limited,3-8 Yrs,3.0,8.0,,,,Bangalore / Bengaluru,365.0,Naukri,4.8,8.0,"Data analytics, CRM, Data analysis",
812,Data Analyst / Bioinformatic Analyst,Prayoga Lifesciences Inc,1-5 Yrs,1.0,5.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.7,3.0,"Flow cytometry, Data Analyst",
813,Senior Data Analyst,Anchanto SaaS Technology,8-13 Yrs,8.0,13.0,,,,Pune,30.0,Naukri,2.7,51.0,"Business intelligence, tableau, SQL",
814,Corporate Business Analyst - Intelligence,ITC WORLDWIDE,2-5 Yrs,2.0,5.0,,,,Bangalore / Bengaluru,60.0,Naukri,4.8,4.0,"Data Analyst, Python, Coding",
815,Corporate Business Analyst - Intelligence,ITC WORLDWIDE,2-5 Yrs,2.0,5.0,,,,Pune,60.0,Naukri,4.8,4.0,"Data Analyst, Coding, Staffing",
816,Data Analyst,Freedom From Diabetes Pvt. Ltd.,1-4 Yrs,1.0,4.0,,,,Pune,90.0,Naukri,3.3,24.0,"Data analysis, SAS, SPSS",
817,DIGITAL DATA ANALYST INTERN,DG7,0-1 Yrs,0.0,1.0,,,,"Mumbai, Vasai-Virar",300.0,Naukri,4.1,22.0,"Customer support, CRM, Analytics",
818,Sr . Data Analyst,DemandMatrix,5-8 Yrs,5.0,8.0,,,,Pune,1095.0,Naukri,3.9,7.0,"SQL, Linux, XML",
819,Data Analyst,Ipseity Group,1-3 Yrs,1.0,3.0,,,,Bhopal,1095.0,Naukri,4.2,18.0,"Training, Data analysis, Excel",
820,Sales Executive,DG7,2-4 Yrs,2.0,4.0,,,,Mumbai,1825.0,Naukri,4.1,22.0,"Sales Executive, Data Analyst",
821,Senior Data Analyst - Python/SQL/Azure Data Factory (3-5 yrs),se,3-5 Yrs,3.0,5.0,,,,Mumbai,30.0,hirist,3.2,4.0,"Data Analyst, Data Analytics, Python",
822,FP&A Data Analyst,"Open-Silicon, Inc.",2-5 Yrs,2.0,5.0,,,,"Pune, Bangalore / Bengaluru",90.0,Naukri,4.4,4.0,"Financial reporting, SAP, Financial planning",
823,Senior Data Analyst (L5),Global Pharma Tek,7-9 Yrs,7.0,9.0,,,,Bangalore / Bengaluru,210.0,Naukri,3.3,21.0,"Data Analyst, Consulting, Python",
824,Data Analyst,Global Pharma Tek,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,210.0,Naukri,3.3,21.0,"Data Analyst, Consulting, Python",
825,Data Analyst,Global Pharma Tek,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,210.0,Naukri,3.3,21.0,"Data Analyst, Consulting, Python",
826,PHP Developer,Essence Software Solution,0-4 Yrs,0.0,4.0,,,,Gurgaon / Gurugram,365.0,Naukri,4.6,7.0,C,
827,Business Data Analyst,N Sight Consulting Group,3-4 Yrs,3.0,4.0,,,,Gurgaon / Gurugram,26.0,Naukri,3.0,4.0,"Excel Powerpoint, Analytical Skills, Data Interpretation",
828,Data Analyst - Business Intelligence (4-6 yrs),"Saaki, Argus and Averil Consulting",4-6 Yrs,4.0,6.0,,,,"Bangalore / Bengaluru, Chennai, Gurgaon / Gurugram",30.0,hirist,3.9,6.0,"Data Analytics, Data Analyst, SQL Server",
829,Report Designer/Developer,Pinion Services,1-8 Yrs,1.0,8.0,,,,"Hyderabad / Secunderabad, Visakhapatnam",365.0,Naukri,4.3,11.0,"SQL, SSRS, Data modeling",
830,Business Systems/Data Analyst,Pinion Services,1-8 Yrs,1.0,8.0,,,,"Hyderabad / Secunderabad, Visakhapatnam",365.0,Naukri,4.3,11.0,"SQL, Informatica, SSRS",
831,Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,2-5 Yrs,2.0,5.0,₹ 1.15 - 2.5L/yr (AmbitionBox estimate),114999.99999999999,250000.0,Bangalore / Bengaluru,1825.0,Naukri,4.2,12.0,"MS Office, Analytical, Advanced",Estimated by Ambition Box
832,Data Analyst,Derivium Tradition,0-2 Yrs,0.0,2.0,,,,Mumbai,24.0,Naukri,3.3,2.0,"Communication Skills, IQ, SQL Queries",
833,Data Analyst,Magzter Digital Private Limited,2-7 Yrs,2.0,7.0,,,,Chennai,365.0,Naukri,3.2,20.0,"SQL, Python, Troubleshooting",
834,Data Analyst,Legalwiz,1-3 Yrs,1.0,3.0,,,,Ahmedabad,365.0,Naukri,4.5,7.0,"Coding, Data mining, Business intelligence",
835,Insurance Data Analyst,XDuce,2-3 Yrs,2.0,3.0,,,,Ahmedabad,730.0,Naukri,3.2,22.0,"Underwriting, Claims, Data analysis",
836,Data Analyst,Innovative Techhub Private Limited,2-5 Yrs,2.0,5.0,,,,Pune,365.0,Naukri,4.3,14.0,"Python, Data modeling, Stored procedures",
837,Sr. Analyst,Wissda Inc,3-7 Yrs,3.0,7.0,,,,Bangalore / Bengaluru,330.0,Naukri,4.4,9.0,"Business Analyst, Project management, Consulting",
838,Data Analyst,Epaylater,3-6 Yrs,3.0,6.0,,,,Mumbai,365.0,Naukri,3.8,52.0,"MIS, Analytics, SQL",
839,RBHU Analytics - Data Analyst Trainee - R/Python,RBHU ETG Private Limited,0-2 Yrs,0.0,2.0,,,,Mumbai,27.0,Naukri,2.9,4.0,"Data Science, R, Power BI",
840,DATA ANALYST,Scaleup Mission,3-4 Yrs,3.0,4.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.3,3.0,"Business strategy, Data Analyst, Operations management",
841,CRM Data Analyst,Screen-Magic,1-4 Yrs,1.0,4.0,,,,Pune,90.0,Naukri,3.8,26.0,"Team management, CRM, Data management",
842,Data Analyst-SR,A T L A S Systems Pvt LTD,3-8 Yrs,3.0,8.0,,,,Chennai,365.0,Naukri,2.9,38.0,"SQL, Process improvement, HTTP",
843,Data Analyst - Power BI/Tableau (5-7 yrs),RiskInsight Consulting Pvt Ltd,5-7 Yrs,5.0,7.0,,,,Chennai,30.0,hirist,3.9,4.0,"Data Analyst, Data Analytics, RDBMS",
844,Technical Consultant - Tableau,Tableau Software,3-6 Yrs,3.0,6.0,,,,"Pune, Bangalore / Bengaluru, Gurgaon / Gurugram
													+2 more",30.0,Naukri,1.1,2.0,"tableau, Data modeling, Agile development",
845,Data Analyst,Anju Software,1-5 Yrs,1.0,5.0,,,,Pune,150.0,Naukri,4.7,7.0,"Healthcare, SQL, Process improvement",
846,Data Analyst - DS (Quantum),m360 Research,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,210.0,Naukri,4.1,17.0,"Data validation, ISO, Healthcare",
847,Power BI Developer,Bitscape Infotech Pvt. Ltd,2-5 Yrs,2.0,5.0,,,,Ahmedabad,1095.0,Naukri,3.9,31.0,"SQL, SSIS, Data modeling",
848,Voice and Accent Trainer - Diya Systems,GlowTouch Technologies,2-5 Yrs,2.0,5.0,,,,Mangaluru,1460.0,Naukri,3.5,88.0,"Monitoring, Training, Customer experience",
849,Data Analyst,GlowTouch Technologies,4-9 Yrs,4.0,9.0,,,,Mangaluru,1460.0,Naukri,3.5,88.0,"Technical support, ITES, SQL",
850,data analyst,infoveave,1-3 Yrs,1.0,3.0,₹ 4.5 - 8.5L/yr (AmbitionBox estimate),450000.0,850000.0,Bangalore / Bengaluru,365.0,Naukri,3.8,20.0,"Data validation, Usage, Data analysis",Estimated by Ambition Box
851,Data Analyst,Fashion TV India,1-4 Yrs,1.0,4.0,,,,Mumbai,300.0,Naukri,3.4,179.0,"CRM, Supply chain management, Data analysis",
852,Senior data analyst,Fashion TV India,5-6 Yrs,5.0,6.0,,,,Mumbai,300.0,Naukri,3.4,179.0,"CRM, Sales operations, Supply chain management",
853,Presales Data Analyst,DiLytics,3-10 Yrs,3.0,10.0,,,,Hyderabad / Secunderabad,210.0,Naukri,4.3,11.0,"Data Analyst, RFP, IT services",
854,Sr. Quality Analyst - Data,Assimilate Solutions,4-9 Yrs,4.0,9.0,,,,"Noida, Gurgaon / Gurugram",730.0,Naukri,3.3,741.0,"BPO, Manager Quality Assurance, ETL testing",
855,Sr. Data Analyst,Assimilate Solutions,5-10 Yrs,5.0,10.0,,,,"Noida, Gurgaon / Gurugram",730.0,Naukri,3.3,741.0,"BPO, Excel, Coding",
856,MAF Group - Lead Data Analyst - Snowflake/Azure Data Factory (3-8 yrs),MAF Group,,,,,,,,30.0,hirist,5.0,1.0,,
857,Senior Business Analyst (2-5 yrs),Zyoin group,2-5 Yrs,2.0,5.0,,,,Bangalore / Bengaluru,27.0,hirist,4.0,1.0,"Business Analyst, Data Analyst, Data Visualization",
858,IT Training Center,Excel PTP,4-9 Yrs,4.0,9.0,,,,Ahmedabad,1095.0,Naukri,5.0,2.0,"Market research, Email marketing, Social media",
859,Data Visualization (Microsoft Power BI),Wim Plast,2-3 Yrs,2.0,3.0,,,,Mumbai,730.0,Naukri,3.7,36.0,"Data collection, power bi, Data Analyst",
860,Data Analyst (Microsoft Power BI),Wim Plast,3-7 Yrs,3.0,7.0,,,,Mumbai,330.0,Naukri,3.7,36.0,"microsoft, power bi, Data Analyst",
861,Data Analyst Intern,Wadhwani AI,0-1 Yrs,0.0,1.0,,,,Mumbai,60.0,Naukri,3.1,18.0,"Healthcare, Analytical, Data management",
862,Aezion - Senior Data Architect - Data Modeling (8-20 yrs),Aezion.Inc,8-20 Yrs,8.0,20.0,,,,"Bangalore / Bengaluru, Mysuru / Mysore, Coimbatore",30.0,hirist,5.0,1.0,"Data Architect, Data Modeling, SQL",
863,Senior Data Analyst,Ajackus Consulting,4-9 Yrs,4.0,9.0,,,,India,28.0,Naukri,4.0,1.0,"Google Data Studio, Power Bi, MySQL",
864,Data Analyst,Airvin Skills,,,,,,,,22.0,Naukri,2.2,5.0,,
865,Data Science Engineer - Machine Learning/NLP (5-10 yrs),Consulting Pandits,5-10 Yrs,5.0,10.0,,,,Pune,60.0,hirist,5.0,2.0,"Data Science, Data Scientist, Machine Learning",
866,Data Analyst,Nurturing Green Retail Pvt. Ltd,4-9 Yrs,4.0,9.0,,,,Noida,365.0,Naukri,3.8,25.0,"Macros, Data mining, Data collection",
867,Data Analyst,Cointab,1-3 Yrs,1.0,3.0,,,,"Mumbai, Maldah / Malda",365.0,Naukri,4.1,14.0,C,
868,MIS & Data Analysts,Innovative IT Initiatives,3-8 Yrs,3.0,8.0,,,,Mohali,365.0,Naukri,3.6,30.0,"MIS, MS Access, Monitoring",
869,Staff Business and Data Analyst - Power BI Developer,Service Now Planet,2-6 Yrs,2.0,6.0,,,,Hyderabad / Secunderabad,30.0,Naukri,5.0,1.0,"SQL, Agile, Scrum",
870,Data Analyst,Eagle Forgings,0-1 Yrs,0.0,1.0,₹ 1.25 - 2L/yr,125000.0,200000.0,Noida,30.0,Naukri,2.5,6.0,Digital Marketing,Salary Listed by Company
871,Haleon - Data Analyst (4-8 yrs),Haleon,4-8 Yrs,4.0,8.0,,,,Gurgaon / Gurugram,60.0,iimjobs,3.5,68.0,"Analytics, Data Analytics, Consulting - Healthcare",
872,Data Analyst,InOpen Technologies,1-3 Yrs,1.0,3.0,,,,Hyderabad / Secunderabad,25.0,Naukri,2.9,2.0,"metadata, python, data analysis",
873,Oracle HCM Data Analyst,AVTECH Software Services,1-7 Yrs,1.0,7.0,,,,Remote,60.0,Naukri,4.5,4.0,"Data Analyst, Oracle, Data structures",
874,Lead Data Analyst/Scientist Python Appzlogic,Appzlogic Mobility Solutions Pvt Ltd,6-8 Yrs,6.0,8.0,,,,Noida,300.0,Naukri,3.8,26.0,"lead data analyst, Python, Coding",
875,Consultant - Data Analyst,RGA,0-1 Yrs,0.0,1.0,,,,Mumbai,365.0,Naukri,4.4,8.0,"Reconciliation, SAS, Underwriting",
876,Data Analyst,Response Informatics,1-4 Yrs,1.0,4.0,,,,Hyderabad / Secunderabad,365.0,Naukri,3.9,19.0,"SQL, Actuarial, Continuous improvement",
877,"Data Analyst, Reinsurance Administration",RGA,2-4 Yrs,2.0,4.0,,,,Mumbai,90.0,Naukri,4.4,8.0,"Underwriting, Claims, Actuarial",
878,Data Analyst,Response Informatics,5-10 Yrs,5.0,10.0,,,,"Chennai, Pune, New Delhi
													+4 more",90.0,Naukri,3.9,19.0,"Microstrategy, data visualization, Data analytics",
879,Data Analyst - Python/Power BI (1-3 yrs),Info Origin Inc,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,90.0,hirist,4.2,11.0,"Data Analyst, Data Analytics, Python",
880,Scrum Master,Appzlogic Mobility Solutions Pvt Ltd,10-20 Yrs,10.0,20.0,,,,Noida,300.0,Naukri,3.8,26.0,"Workflow, Scrum, JIRA",
881,Senior Data Analyst,RGA,2-4 Yrs,2.0,4.0,,,,Mumbai,730.0,Naukri,4.4,8.0,"Data Management, Finance, Data Quality",
882,GIS Data Analyst,Carifer Technologies Private Limited,1-3 Yrs,1.0,3.0,,,,Erode,365.0,Naukri,4.4,8.0,"MS Office, Consulting, SAN",
883,Data Analyst,Intuitive Apps,6-11 Yrs,6.0,11.0,,,,Gurgaon / Gurugram,240.0,Naukri,5.0,4.0,"Data analysis, UML, Cognos",
884,Senior Business Data Analyst,NthInsight Technologies,3-8 Yrs,3.0,8.0,,,,Bangalore / Bengaluru,30.0,Naukri,4.0,1.0,"Business Data Analyst, Analytics, Usage",
885,Senior Data Analyst,Paradigm Inc,2-5 Yrs,2.0,5.0,,,,Remote,30.0,Naukri,4.0,1.0,"Clinical research, Pharma, Analytical",
886,Health Care Data Analyst / BA,Y&L Consulting,8-13 Yrs,8.0,13.0,₹ 12 - 22L/yr,1200000.0,2200000.0,Hyderabad / Secunderabad,30.0,Naukri,,,"data analysis, Power BI, SAS",Salary Listed by Company
887,Data Analyst SAS,Intileo Technologies,8-13 Yrs,8.0,13.0,,,,"Bangalore / Bengaluru, Kolkata",0.0,Naukri,,,"Base SAS, Risk data, Pyspark",
888,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3.0,8.0,₹ 15 - 30L/yr,1500000.0,3000000.0,"Pune, Bangalore / Bengaluru",0.0,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
889,Data Analyst,Aliqan Services,7-10 Yrs,7.0,10.0,₹ 22.5 - 35L/yr,2250000.0,3500000.0,"Pune, Mumbai",10.0,Naukri,,,"Procurement, Data Loader, Fieldglass",Salary Listed by Company
890,Data Analyst- Biostatistics- cancer,Odigoshub,8-12 Yrs,8.0,12.0,₹ 13 - 20L/yr,1300000.0,2000000.0,Navi Mumbai,1.0,Naukri,,,"Pivot Table, R platform, Data Analytics",Salary Listed by Company
891,Business Analyst & Data Analyst Data Science Only Freshers Can Apply,Techgimini,0-1 Yrs,0.0,1.0,₹ 4.75 - 7L/yr,475000.0,700000.0,Pune,1.0,Naukri,,,"Crm Systems, ERP, System Analysis",Salary Listed by Company
892,Data Analyst - Power BI,Gramener IT Services,5-10 Yrs,5.0,10.0,,,,Hyderabad / Secunderabad,300.0,Naukri,3.5,6.0,"SAP, GCP, CMIS",
893,Data Analyst - Power BI,Gramener IT Services,5-10 Yrs,5.0,10.0,,,,"Bangalore / Bengaluru, Coimbatore, Hyderabad / Secunderabad",300.0,Naukri,3.5,6.0,"Web designing, Web development, Usability testing",
894,Data Analyst - Power BI,Gramener IT Services,5-9 Yrs,5.0,9.0,,,,"Bangalore / Bengaluru, Coimbatore, Hyderabad / Secunderabad",300.0,Naukri,3.5,6.0,"Application development, MIN",
895,APIC & DataPower Developer,Gramener IT Services,4-9 Yrs,4.0,9.0,,,,"Chennai, Hyderabad / Secunderabad",365.0,Naukri,3.5,6.0,"Data modeling, Excel, SQL queries",
896,Data Analyst,iXie Gaming,2-4 Yrs,2.0,4.0,,,,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"SQL, Monitoring, Python",
897,Data Analyst,iXie Gaming,2-4 Yrs,2.0,4.0,,,,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",
898,Data Analyst,iXie Gaming,2-7 Yrs,2.0,7.0,,,,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",
899,Data Analyst - Tableau,iXie Gaming,4-9 Yrs,4.0,9.0,,,,Chennai,180.0,Naukri,4.0,14.0,"SAN, SAS, SOC",
900,Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,,,,Chennai,150.0,Naukri,4.0,14.0,"SQL, CRM, Python",
901,Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,,,,Bangalore / Bengaluru,180.0,Naukri,4.0,14.0,"Data Analyst, CRM, Python",
902,Data Analyst,iXie Gaming,5-10 Yrs,5.0,10.0,,,,Hyderabad / Secunderabad,180.0,Naukri,4.0,14.0,"Data Analyst, SQL, CRM",
903,Data Analyst,iXie Gaming,4-9 Yrs,4.0,9.0,,,,Chennai,180.0,Naukri,4.0,14.0,"IT services, Computer science, tableau",
904,Data Analyst,iXie Gaming,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,240.0,Naukri,4.0,14.0,"CRM, SAN, SOC",
905,Data Analyst - R/Python (3-7 yrs),RapidBraiins,3-7 Yrs,3.0,7.0,,,,Remote,2.0,hirist,,,"Data Analyst, Data Analytics, R",
906,Senior Data Analyst! Salary 60k,Indu Kumari,7-12 Yrs,7.0,12.0,₹ 3 - 6.5L/yr,300000.0,650000.0,Palwal,2.0,Naukri,,,"Google Data Studio, Google Analytics, Google scripts",Salary Listed by Company
907,Data Analyst (fresher) - magarpatta Pune - immediate joiner,Insight Consultancy Services,,,,,,,,2.0,Naukri,,,,
908,Data Analyst,Gamenation,1-5 Yrs,1.0,5.0,₹ 2 - 4.5L/yr,200000.0,450000.0,Chennai,2.0,Naukri,1.0,1.0,"Communication Skills, Data Integrity, Report Development",Salary Listed by Company
909,Global Compensation Analyst,Jumpcloud,4-5 Yrs,4.0,5.0,,,,"Pune, New Delhi, Mumbai
													+2 more",30.0,Naukri,3.6,4.0,"compensation analyst, HRIS, Data Analyst",
910,Data Analyst,Shell Infotech,5-10 Yrs,5.0,10.0,₹ 25 - 27.5L/yr,2500000.0,2750000.0,Bangalore Rural,2.0,Naukri,,,"Risk data, Basel, SAS",Salary Listed by Company
911,People Analytics Data Analyst,MetaforgeIT solutions,4-6 Yrs,4.0,6.0,₹ 12 - 14L/yr,1200000.0,1400000.0,Hyderabad / Secunderabad,2.0,Naukri,,,"Analytical Skills, Data Extraction, WorkDay",Salary Listed by Company
912,Con - Data Analyst ( Python + SQL - must ),Pylon Management Consulting,2-4 Yrs,2.0,4.0,₹ 3.6 - 16.1L/yr (AmbitionBox estimate),360000.0,1610000.0000000002,Bangalore Rural,2.0,Naukri,,,"power BI reporting, Excel, tableau reporting",Estimated by Ambition Box
913,Data Analyst (Tableau/BI/CRMA),Databricks,4-9 Yrs,4.0,9.0,,,,Bangalore / Bengaluru,60.0,Naukri,2.6,11.0,"SAN, Data analysis, Data modeling",
914,Data Analyst with an Insurance Company,The Recruiters,1-3 Yrs,1.0,3.0,₹ 7 - 10L/yr,700000.0,1000000.0,Kolkata,2.0,Naukri,,,"Power Bi, Data Analysis, Advanced Excel",Salary Listed by Company
915,Senior Data Analyst,Quation Solutions Pvt Ltd,4-9 Yrs,4.0,9.0,,,,Chennai,30.0,Naukri,4.4,2.0,"SQL, HTML, Business analysis",
916,Wayfair - Lead Analyst - SQL/Python (4-8 yrs),Wayfair,4-8 Yrs,4.0,8.0,,,,Bangalore / Bengaluru,60.0,hirist,4.0,12.0,"SQL, Hive, Spark",
917,Data Modeller/Data Analyst (5-12 yrs),VIDPRO CONSULTANCY SERVICES,5-12 Yrs,5.0,12.0,,,,"Bangalore / Bengaluru, Kolkata, Chennai
													+2 more",3.0,hirist,,,"Data Warehousing, Data Modeling, Data Visualization",
918,Data Analyst/Senior Data Analyst/Data Scientist - Bank (2-8 yrs),Steps,2-8 Yrs,2.0,8.0,,,,Mumbai,3.0,iimjobs,,,"Data Analytics, Analytics, Data Scientist",
919,Data Integration Analyst - Talend/ETL (2-4 yrs),TalentXo,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,60.0,hirist,2.9,20.0,"Data Integration, Data Analyst, ETL",
920,Data Analyst - NBFC (7-15 yrs),The BIG Advantage,7-15 Yrs,7.0,15.0,,,,Mumbai,3.0,iimjobs,,,"Data Analytics, Analytics, Data Science",
921,Data Analyst || Immediate Joiner,Hiresquad Resources,4-9 Yrs,4.0,9.0,₹ 4 - 8.5L/yr,400000.0,850000.0,"Chennai, Bangalore / Bengaluru",3.0,Naukri,,,"Power Bi, Alteryx, Tableau",Salary Listed by Company
922,Data Analyst,Xoom Inc,3-6 Yrs,3.0,6.0,,,,Hyderabad / Secunderabad,3.0,Naukri,,,"Computer science, Data analysis, Machine learning",
923,Data Analyst,BOMBAY PLAY PRIVATE LIMITED,0-3 Yrs,0.0,3.0,,,,Bangalore / Bengaluru,150.0,Naukri,4.5,6.0,C,
924,Marketing Data Analyst,Headspin Technologies Private Limited,2-4 Yrs,2.0,4.0,,,,Remote,300.0,Naukri,4.0,12.0,"Data Analyst, CRM, Data analysis",
925,Data Analyst,Herijobs,3-5 Yrs,3.0,5.0,₹ 2.5 - 3.75L/yr,250000.0,375000.0,Surat,3.0,Naukri,,,"Pivot Table, VLOOKUP, Data Analysis",Salary Listed by Company
926,Data Scientist/ Data Analyst,Keenedge Hr Solutions,8-10 Yrs,8.0,10.0,₹ 25 - 30L/yr,2500000.0,3000000.0,New Delhi,3.0,Naukri,,,"Tensorflow, Power Bi, Aws Cloud",Salary Listed by Company
927,Data Analyst,Hiresquad Resources,4-9 Yrs,4.0,9.0,₹ 7 - 17L/yr,700000.0,1700000.0,"Chennai, Bangalore / Bengaluru",3.0,Naukri,,,"Power BI, Tableau, SQL",Salary Listed by Company
928,Data Analyst - Sales,Enticement Infrastructure,4-8 Yrs,4.0,8.0,₹ 5 - 8.5L/yr,500000.0,850000.0,Noida,3.0,Naukri,,,"Sales Mis, MS Access, MIS",Salary Listed by Company
929,Tableau Developer - Business Intelligence (3-5 yrs),D Square Consulting Service,3-5 Yrs,3.0,5.0,,,,"Mumbai, Pune",4.0,hirist,1.0,1.0,"Tableau, Qlikview, Power BI",
930,Tableau Developer - Business Intelligence (3-5 yrs),D Square Consulting Service,3-5 Yrs,3.0,5.0,,,,"Mumbai, Pune",4.0,hirist,1.0,1.0,"Tableau, Qlikview, Power BI",
931,Data Analyst || Data Scientist,Allegis Global Solutions (india),4-9 Yrs,4.0,9.0,₹ 0.9 - 44L/yr (AmbitionBox estimate),90000.0,4400000.0,"Bangalore / Bengaluru, Hyderabad / Secunderabad, Kolkata",4.0,Naukri,,,"sas, GCP, Alteryx",Estimated by Ambition Box
932,Data Analyst,KR3 Information Systems,5-10 Yrs,5.0,10.0,,,,Noida,4.0,Naukri,,,"Tableau dashboard, SQL Queries, Tableau",
933,Reliability Data Analyst,PinnacleART,1-6 Yrs,1.0,6.0,,,,Hyderabad / Secunderabad,4.0,Naukri,,,"Mining, Technical writing, Fixed assets",
934,Big Data Analyst,500 Apps,1-4 Yrs,1.0,4.0,₹ 6.5 - 12L/yr,650000.0,1200000.0,"Chennai, Pune, Delhi/Ncr
													+5 more",4.0,Naukri,1.0,1.0,"Big Data Analytics, Big Data Testing, Big Data",Salary Listed by Company
935,Data Analyst,Meadowsweet Organics Llp,0-5 Yrs,0.0,5.0,₹ 5 - 12L/yr,500000.0,1200000.0,"Pune, Bangalore / Bengaluru, Hyderabad / Secunderabad",4.0,Naukri,,,"Project Management, Data Cleaning and Preparation, Data Management",Salary Listed by Company
936,Data Analyst - ABS Investment Research,MG GLOBAL,1-3 Yrs,1.0,3.0,,,,Mumbai,30.0,Naukri,3.6,4.0,"Customer service, Auditing, Loans",
937,Urgent | Data analyst- Goregaon,Topgear Consultants,4-9 Yrs,4.0,9.0,₹ 4.5 - 9.5L/yr,450000.0,950000.0,"Thane, Goregaon, Mumbai",4.0,Naukri,,,"Data Intelligence, SAS, Power Bi",Salary Listed by Company
938,Data Analyst,Orion Edutech,2-3 Yrs,2.0,3.0,₹ 2 - 3L/yr,200000.0,300000.0,Kolkata,4.0,Naukri,,,"Client Coordination, Data Management, Advanced Excel",Salary Listed by Company
939,Senior Data Analyst,Vision Unlimited,1-6 Yrs,1.0,6.0,₹ 3 - 6L/yr,300000.0,600000.0,"Mohali, Chandigarh",4.0,Naukri,,,"Business Analytics, Data Analysis, Advanced Excel",Salary Listed by Company
940,Technical Data Analyst,American InfoSource Business Solutions Pvt Ltd,1-3 Yrs,1.0,3.0,,,,Vadodara,120.0,Naukri,3.4,47.0,"Financial services, SQL, Python",
941,Clinical Data Analyst & Auditing Specialist,ZignaAI,5-10 Yrs,5.0,10.0,,,,Hyderabad / Secunderabad,270.0,Naukri,4.8,4.0,"Clinical Data Analyst, Auditing, Billing",
